index,day,mounth,day_of_week,type_of_car,number_of_car,mass_of_trash,size_of_trash,density,tmax,tmin
13241,21,Август,суббота,Самосвал,Н861ТТ154,3060,33,"92,72727273",+17°,+5°
13242,21,Август,суббота,Самосвал,Н915РУ154,0,0,0,+17°,+5°
13243,21,Август,суббота,КМУ,Н275ОС154,8240,"244,31","33,72764111",+17°,+5°
13244,21,Август,суббота,Фусо,Н547ТТ154,0,0,0,+17°,+5°
13245,21,Август,суббота,Боковая,В036АС147,0,0,0,+17°,+5°
13246,21,Август,суббота,Боковая,К227УК154,2660,"30,56","87,04188482",+17°,+5°
13247,21,Август,суббота,Боковая,Н403МВ154,3820,"32,63","117,0701808",+17°,+5°
13248,21,Август,суббота,Боковая,Н405МВ154,4480,"59,38","75,44627821",+17°,+5°
13249,21,Август,суббота,Задняя,К281ВС154,17880,"230,11","77,70196862",+17°,+5°
13250,21,Август,суббота,Задняя,К404СВ154,13480,"203,49","66,24404148",+17°,+5°
13251,21,Август,суббота,Задняя,К910ЕА154,13900,"181,18","76,71928469",+17°,+5°
13252,21,Август,суббота,Задняя,М011ХЕ32,15080,"220,12","68,5080865",+17°,+5°
13253,21,Август,суббота,Задняя,Н561УУ154,14740,"224,88","65,54606901",+17°,+5°
13254,21,Август,суббота,Задняя,Н590УУ154,11600,"191,4","60,60606061",+17°,+5°
13255,21,Август,суббота,Задняя,Н853НР123,6240,"96,2","64,86486486",+17°,+5°
13256,21,Август,суббота,Задняя,С004УА77,0,0,0,+17°,+5°
13257,21,Август,суббота,Задняя,С005УА77,7340,"129,64","56,61832768",+17°,+5°
13258,21,Август,суббота,Задняя,Х787КН750,10360,"170,41","60,79455431",+17°,+5°
13259,21,Август,суббота,Задняя,В120ЕН750,0,0,0,+17°,+5°
13260,21,Август,суббота,Задняя,B432CX178,10980,66,"166,3636364",+17°,+5°
13261,21,Август,суббота,Задняя,К170ВС154,17020,"245,93","69,20668483",+17°,+5°
13262,21,Август,суббота,Задняя,М151ХО32,0,0,0,+17°,+5°
13263,21,Август,суббота,Задняя,Н208УУ154,14780,"214,2","69,00093371",+17°,+5°
13264,21,Август,суббота,Задняя,Н252УУ154,28480,"440,13","64,70815441",+17°,+5°
13265,21,Август,суббота,Задняя,Н509ТТ154,22480,"312,23","71,99820645",+17°,+5°
13266,21,Август,суббота,Задняя,Н513ТТ154,19660,"289,66","67,87267831",+17°,+5°
13267,21,Август,суббота,Задняя,Н548ТТ154,15420,"187,9","82,06492815",+17°,+5°
13268,21,Август,суббота,Задняя,Н590ТТ154,24800,285,"87,01754386",+17°,+5°
13269,21,Август,суббота,Задняя,Н864ТТ154,15000,"253,84","59,09234163",+17°,+5°
13270,21,Август,суббота,Задняя,О369АР750,13960,"230,01","60,69301335",+17°,+5°
13271,21,Август,суббота,Задняя,О493КВ750,0,0,0,+17°,+5°
13272,21,Август,суббота,Задняя,Т237ВВ750,29880,"327,78","91,15870401",+17°,+5°
13273,21,Август,суббота,Задняя,Т551РС69,24800,319,"77,74294671",+17°,+5°
13274,22,Август,воскресенье,Бункеровоз,В297КЕ147,11020,88,"125,2272727",+20°,+9°
13275,22,Август,воскресенье,Бункеровоз,К721ВС154,4780,48,"99,58333333",+20°,+9°
13276,22,Август,воскресенье,Бункеровоз,Н726РУ154,5200,40,130,+20°,+9°
13277,22,Август,воскресенье,Бункеровоз,Н991НУ154,3760,40,94,+20°,+9°
13278,22,Август,воскресенье,Мультилифт,К801ВА154,3080,36,"85,55555556",+20°,+9°
13279,22,Август,воскресенье,Мультилифт,Н416НС154,9760,24,"406,6666667",+20°,+9°
13280,22,Август,воскресенье,Мультилифт,Н869МК154,7140,36,"198,3333333",+20°,+9°
13281,22,Август,воскресенье,Самосвал,К057СC154,3080,34,"90,58823529",+20°,+9°
13282,22,Август,воскресенье,Самосвал,К693СА154,5900,34,"173,5294118",+20°,+9°
13283,22,Август,воскресенье,Самосвал,К722ВС154,3160,21,"150,4761905",+20°,+9°
13284,22,Август,воскресенье,Самосвал,К836ВС154,1680,20,84,+20°,+9°
13285,22,Август,воскресенье,Самосвал,Н200НХ154,0,0,0,+20°,+9°
13286,22,Август,воскресенье,Самосвал,Н283УУ154,3860,33,"116,969697",+20°,+9°
13287,22,Август,воскресенье,Самосвал,Н300УУ154,3260,22,"148,1818182",+20°,+9°
13288,22,Август,воскресенье,Самосвал,Н344РТ154,2920,16,"182,5",+20°,+9°
13289,22,Август,воскресенье,Самосвал,Н345РК154,4060,22,"184,5454545",+20°,+9°
13290,22,Август,воскресенье,Самосвал,Н412РК154,10260,77,"133,2467532",+20°,+9°
13291,22,Август,воскресенье,Самосвал,Н419РК154,0,0,0,+20°,+9°
13292,22,Август,воскресенье,Самосвал,Н515РТ154,0,0,0,+20°,+9°
13293,22,Август,воскресенье,Самосвал,Н534ТТ154,2420,22,110,+20°,+9°
13294,22,Август,воскресенье,Самосвал,Н576ТТ154,7420,55,"134,9090909",+20°,+9°
13295,22,Август,воскресенье,Самосвал,Н583РТ154,1760,16,110,+20°,+9°
13296,22,Август,воскресенье,Самосвал,Н585ТТ154,4680,28,"167,1428571",+20°,+9°
13297,22,Август,воскресенье,Самосвал,Н587ТТ154,2480,22,"112,7272727",+20°,+9°
13298,22,Август,воскресенье,Самосвал,Н589ТТ154,2220,11,"201,8181818",+20°,+9°
13299,22,Август,воскресенье,Самосвал,Н833ТТ154,3500,24,"145,8333333",+20°,+9°
13300,22,Август,воскресенье,Самосвал,Н861ТТ154,2660,22,"120,9090909",+20°,+9°
13301,22,Август,воскресенье,Самосвал,Н915РУ154,3220,24,"134,1666667",+20°,+9°
13302,22,Август,воскресенье,КМУ,Н275ОС154,13420,"268,71","49,942317",+20°,+9°
13303,22,Август,воскресенье,Фусо,Н547ТТ154,0,0,0,+20°,+9°
13304,22,Август,воскресенье,Боковая,В036АС147,0,0,0,+20°,+9°
13305,22,Август,воскресенье,Боковая,К227УК154,4000,"36,72","108,9324619",+20°,+9°
13306,22,Август,воскресенье,Боковая,Н403МВ154,3680,"28,13","130,8211873",+20°,+9°
13307,22,Август,воскресенье,Боковая,Н405МВ154,1900,"33,91","56,03066942",+20°,+9°
13308,22,Август,воскресенье,Задняя,К281ВС154,17100,"232,31","73,60854031",+20°,+9°
13309,22,Август,воскресенье,Задняя,К404СВ154,11980,"188,2","63,65568544",+20°,+9°
13310,22,Август,воскресенье,Задняя,К910ЕА154,12520,"166,46","75,21326445",+20°,+9°
13311,22,Август,воскресенье,Задняя,М011ХЕ32,9760,"198,93","49,06248429",+20°,+9°
13312,22,Август,воскресенье,Задняя,Н561УУ154,16680,"227,94","73,17715188",+20°,+9°
13313,22,Август,воскресенье,Задняя,Н590УУ154,11120,"179,19","62,05703443",+20°,+9°
13314,22,Август,воскресенье,Задняя,Н853НР123,7020,"95,1","73,8170347",+20°,+9°
13315,22,Август,воскресенье,Задняя,С004УА77,0,0,0,+20°,+9°
13316,22,Август,воскресенье,Задняя,С005УА77,4720,"92,26","51,15976588",+20°,+9°
13317,22,Август,воскресенье,Задняя,Х787КН750,10520,"169,75","61,97349043",+20°,+9°
13318,22,Август,воскресенье,Задняя,В120ЕН750,0,0,0,+20°,+9°
13319,22,Август,воскресенье,Задняя,B432CX178,0,0,0,+20°,+9°
13320,22,Август,воскресенье,Задняя,К170ВС154,15900,"235,05","67,64518188",+20°,+9°
13321,22,Август,воскресенье,Задняя,М151ХО32,0,0,0,+20°,+9°
13322,22,Август,воскресенье,Задняя,Н208УУ154,14520,"204,52","70,99550166",+20°,+9°
13323,22,Август,воскресенье,Задняя,Н252УУ154,27400,"424,84","64,49486866",+20°,+9°
13324,22,Август,воскресенье,Задняя,Н509ТТ154,22880,"339,01","67,49063449",+20°,+9°
13325,22,Август,воскресенье,Задняя,Н513ТТ154,16280,"262,52","62,01432272",+20°,+9°
13326,22,Август,воскресенье,Задняя,Н548ТТ154,16080,"179,36","89,65209634",+20°,+9°
13327,22,Август,воскресенье,Задняя,Н590ТТ154,23580,"296,36","79,56539344",+20°,+9°
13328,22,Август,воскресенье,Задняя,Н864ТТ154,23020,"313,7","73,3822123",+20°,+9°
13329,22,Август,воскресенье,Задняя,О369АР750,13580,"202,4","67,09486166",+20°,+9°
13330,22,Август,воскресенье,Задняя,О493КВ750,0,0,0,+20°,+9°
13331,22,Август,воскресенье,Задняя,Т237ВВ750,25820,"323,67","79,7726079",+20°,+9°
13332,22,Август,воскресенье,Задняя,Т551РС69,27080,"316,91","85,4501278",+20°,+9°
13333,23,Август,понедельник,Бункеровоз,В297КЕ147,3740,32,"116,875",+26°,+11°
13334,23,Август,понедельник,Бункеровоз,К721ВС154,8340,72,"115,8333333",+26°,+11°
13335,23,Август,понедельник,Бункеровоз,Н726РУ154,4760,40,119,+26°,+11°
13336,23,Август,понедельник,Бункеровоз,Н991НУ154,6060,48,"126,25",+26°,+11°
13337,23,Август,понедельник,Мультилифт,К801ВА154,2060,"22,72","90,66901408",+26°,+11°
13338,23,Август,понедельник,Мультилифт,Н416НС154,4960,27,"183,7037037",+26°,+11°
13339,23,Август,понедельник,Мультилифт,Н869МК154,8560,33,"259,3939394",+26°,+11°
13340,23,Август,понедельник,Самосвал,К057СC154,4780,34,"140,5882353",+26°,+11°
13341,23,Август,понедельник,Самосвал,К693СА154,2140,17,"125,8823529",+26°,+11°
13342,23,Август,понедельник,Самосвал,К722ВС154,2800,"21,97","127,446518",+26°,+11°
13343,23,Август,понедельник,Самосвал,К836ВС154,4140,"32,96","125,6067961",+26°,+11°
13344,23,Август,понедельник,Самосвал,Н200НХ154,9260,32,"289,375",+26°,+11°
13345,23,Август,понедельник,Самосвал,Н283УУ154,4340,33,"131,5151515",+26°,+11°
13346,23,Август,понедельник,Самосвал,Н300УУ154,8780,44,"199,5454545",+26°,+11°
13347,23,Август,понедельник,Самосвал,Н344РТ154,1380,8,"172,5",+26°,+11°
13348,23,Август,понедельник,Самосвал,Н345РК154,4360,22,"198,1818182",+26°,+11°
13349,23,Август,понедельник,Самосвал,Н412РК154,14840,88,"168,6363636",+26°,+11°
13350,23,Август,понедельник,Самосвал,Н419РК154,3960,22,180,+26°,+11°
13351,23,Август,понедельник,Самосвал,Н515РТ154,0,0,0,+26°,+11°
13352,23,Август,понедельник,Самосвал,Н534ТТ154,3880,33,"117,5757576",+26°,+11°
13353,23,Август,понедельник,Самосвал,Н576ТТ154,8740,44,"198,6363636",+26°,+11°
13354,23,Август,понедельник,Самосвал,Н583РТ154,2900,16,"181,25",+26°,+11°
13355,23,Август,понедельник,Самосвал,Н585ТТ154,6580,55,"119,6363636",+26°,+11°
13356,23,Август,понедельник,Самосвал,Н587ТТ154,10800,61,"177,0491803",+26°,+11°
13357,23,Август,понедельник,Самосвал,Н589ТТ154,8140,33,"246,6666667",+26°,+11°
13358,23,Август,понедельник,Самосвал,Н833ТТ154,7880,32,"246,25",+26°,+11°
13359,23,Август,понедельник,Самосвал,Н861ТТ154,4540,33,"137,5757576",+26°,+11°
13360,23,Август,понедельник,Самосвал,Н915РУ154,0,0,0,+26°,+11°
13361,23,Август,понедельник,КМУ,Н275ОС154,17860,"283,11","63,08501996",+26°,+11°
13362,23,Август,понедельник,Фусо,Н547ТТ154,0,0,0,+26°,+11°
13363,23,Август,понедельник,Боковая,В036АС147,6940,"73,25","94,7440273",+26°,+11°
13364,23,Август,понедельник,Боковая,К227УК154,5860,"73,48","79,74959173",+26°,+11°
13365,23,Август,понедельник,Боковая,Н403МВ154,8220,"55,85","147,1799463",+26°,+11°
13366,23,Август,понедельник,Боковая,Н405МВ154,0,"8,45",0,+26°,+11°
13367,23,Август,понедельник,Задняя,К281ВС154,23500,"248,15","94,70078582",+26°,+11°
13368,23,Август,понедельник,Задняя,К404СВ154,16640,"228,46","72,83550731",+26°,+11°
13369,23,Август,понедельник,Задняя,К910ЕА154,18400,"201,26","91,42402862",+26°,+11°
13370,23,Август,понедельник,Задняя,М011ХЕ32,22160,"236,69","93,62457223",+26°,+11°
13371,23,Август,понедельник,Задняя,Н561УУ154,26900,"253,32","106,1897995",+26°,+11°
13372,23,Август,понедельник,Задняя,Н590УУ154,15020,"217,2","69,15285451",+26°,+11°
13373,23,Август,понедельник,Задняя,Н853НР123,6940,"103,46","67,07906437",+26°,+11°
13374,23,Август,понедельник,Задняя,С004УА77,0,0,0,+26°,+11°
