index,day,mounth,day_of_week,type_of_car,number_of_car,mass_of_trash,size_of_trash,density,tmax,tmin
12931,16,Август,понедельник,Самосвал,Н200НХ154,9480,40,237,+25°,+14°
12932,16,Август,понедельник,Самосвал,Н283УУ154,8260,"63,72","129,6296296",+25°,+14°
12933,16,Август,понедельник,Самосвал,Н300УУ154,8500,44,"193,1818182",+25°,+14°
12934,16,Август,понедельник,Самосвал,Н344РТ154,5460,24,"227,5",+25°,+14°
12935,16,Август,понедельник,Самосвал,Н345РК154,5260,22,"239,0909091",+25°,+14°
12936,16,Август,понедельник,Самосвал,Н412РК154,14680,88,"166,8181818",+25°,+14°
12937,16,Август,понедельник,Самосвал,Н419РК154,3660,22,"166,3636364",+25°,+14°
12938,16,Август,понедельник,Самосвал,Н515РТ154,0,0,0,+25°,+14°
12939,16,Август,понедельник,Самосвал,Н534ТТ154,8740,55,"158,9090909",+25°,+14°
12940,16,Август,понедельник,Самосвал,Н576ТТ154,10340,55,188,+25°,+14°
12941,16,Август,понедельник,Самосвал,Н583РТ154,1500,8,"187,5",+25°,+14°
12942,16,Август,понедельник,Самосвал,Н585ТТ154,10760,66,"163,030303",+25°,+14°
12943,16,Август,понедельник,Самосвал,Н587ТТ154,8100,77,"105,1948052",+25°,+14°
12944,16,Август,понедельник,Самосвал,Н589ТТ154,7980,33,"241,8181818",+25°,+14°
12945,16,Август,понедельник,Самосвал,Н833ТТ154,0,0,0,+25°,+14°
12946,16,Август,понедельник,Самосвал,Н861ТТ154,9740,55,"177,0909091",+25°,+14°
12947,16,Август,понедельник,Самосвал,Н915РУ154,0,0,0,+25°,+14°
12948,16,Август,понедельник,КМУ,Н275ОС154,19620,"306,71","63,96922174",+25°,+14°
12949,16,Август,понедельник,Фусо,Н547ТТ154,11800,"169,88","69,46079586",+25°,+14°
12950,16,Август,понедельник,Боковая,В036АС147,0,0,0,+25°,+14°
12951,16,Август,понедельник,Боковая,К227УК154,4900,"66,43","73,76185458",+25°,+14°
12952,16,Август,понедельник,Боковая,Н403МВ154,7340,"66,94","109,6504332",+25°,+14°
12953,16,Август,понедельник,Боковая,Н405МВ154,7580,"83,6","90,66985646",+25°,+14°
12954,16,Август,понедельник,Задняя,К281ВС154,24520,"250,57","97,8568863",+25°,+14°
12955,16,Август,понедельник,Задняя,К404СВ154,16060,"223,84","71,74767691",+25°,+14°
12956,16,Август,понедельник,Задняя,К910ЕА154,18880,"213,78","88,31509028",+25°,+14°
12957,16,Август,понедельник,Задняя,М011ХЕ32,20160,"232,73","86,62398488",+25°,+14°
12958,16,Август,понедельник,Задняя,Н561УУ154,28200,"256,29","110,0316048",+25°,+14°
12959,16,Август,понедельник,Задняя,Н590УУ154,15760,"214,23","73,56579377",+25°,+14°
12960,16,Август,понедельник,Задняя,Н853НР123,16480,"223,24","73,82189572",+25°,+14°
12961,16,Август,понедельник,Задняя,С004УА77,0,0,0,+25°,+14°
12962,16,Август,понедельник,Задняя,С005УА77,0,0,0,+25°,+14°
12963,16,Август,понедельник,Задняя,Х787КН750,13920,"170,85","81,47497805",+25°,+14°
12964,16,Август,понедельник,Задняя,В120ЕН750,13840,"60,5","228,7603306",+25°,+14°
12965,16,Август,понедельник,Задняя,B432CX178,0,0,0,+25°,+14°
12966,16,Август,понедельник,Задняя,К170ВС154,43180,"522,92","82,57477243",+25°,+14°
12967,16,Август,понедельник,Задняя,М151ХО32,0,0,0,+25°,+14°
12968,16,Август,понедельник,Задняя,Н208УУ154,24460,"273,87","89,31244751",+25°,+14°
12969,16,Август,понедельник,Задняя,Н252УУ154,20940,"245,07","85,44497491",+25°,+14°
12970,16,Август,понедельник,Задняя,Н509ТТ154,28800,"335,91","85,73725105",+25°,+14°
12971,16,Август,понедельник,Задняя,Н513ТТ154,25320,"295,53","85,67658106",+25°,+14°
12972,16,Август,понедельник,Задняя,Н548ТТ154,18920,"216,47","87,40241142",+25°,+14°
12973,16,Август,понедельник,Задняя,Н590ТТ154,31420,"301,61","104,1742648",+25°,+14°
12974,16,Август,понедельник,Задняя,Н864ТТ154,27740,"315,05","88,04951595",+25°,+14°
12975,16,Август,понедельник,Задняя,О369АР750,21780,"253,59","85,88666746",+25°,+14°
12976,16,Август,понедельник,Задняя,О493КВ750,11000,56,"196,4285714",+25°,+14°
12977,16,Август,понедельник,Задняя,Т237ВВ750,0,0,0,+25°,+14°
12978,16,Август,понедельник,Задняя,Т551РС69,35360,"324,5","108,9676425",+25°,+14°
12979,17,Август,вторник,Бункеровоз,В297КЕ147,3820,32,"119,375",+24°,+15°
12980,17,Август,вторник,Бункеровоз,К721ВС154,12600,88,"143,1818182",+24°,+15°
12981,17,Август,вторник,Бункеровоз,Н726РУ154,6920,40,173,+24°,+15°
12982,17,Август,вторник,Бункеровоз,Н991НУ154,4740,32,"148,125",+24°,+15°
12983,17,Август,вторник,Мультилифт,К801ВА154,0,0,0,+24°,+15°
12984,17,Август,вторник,Мультилифт,Н416НС154,3160,27,"117,037037",+24°,+15°
12985,17,Август,вторник,Мультилифт,Н869МК154,4200,36,"116,6666667",+24°,+15°
12986,17,Август,вторник,Самосвал,К057СC154,5180,34,"152,3529412",+24°,+15°
12987,17,Август,вторник,Самосвал,К693СА154,5480,34,"161,1764706",+24°,+15°
12988,17,Август,вторник,Самосвал,К722ВС154,2420,19,"127,3684211",+24°,+15°
12989,17,Август,вторник,Самосвал,К836ВС154,3080,22,140,+24°,+15°
12990,17,Август,вторник,Самосвал,Н200НХ154,7220,32,"225,625",+24°,+15°
12991,17,Август,вторник,Самосвал,Н283УУ154,2560,33,"77,57575758",+24°,+15°
12992,17,Август,вторник,Самосвал,Н300УУ154,5020,33,"152,1212121",+24°,+15°
12993,17,Август,вторник,Самосвал,Н344РТ154,1560,8,195,+24°,+15°
12994,17,Август,вторник,Самосвал,Н345РК154,5040,22,"229,0909091",+24°,+15°
12995,17,Август,вторник,Самосвал,Н412РК154,7180,55,"130,5454545",+24°,+15°
12996,17,Август,вторник,Самосвал,Н419РК154,5960,22,"270,9090909",+24°,+15°
12997,17,Август,вторник,Самосвал,Н515РТ154,0,0,0,+24°,+15°
12998,17,Август,вторник,Самосвал,Н534ТТ154,10780,66,"163,3333333",+24°,+15°
12999,17,Август,вторник,Самосвал,Н576ТТ154,7880,44,"179,0909091",+24°,+15°
13000,17,Август,вторник,Самосвал,Н583РТ154,4660,24,"194,1666667",+24°,+15°
13001,17,Август,вторник,Самосвал,Н585ТТ154,8060,44,"183,1818182",+24°,+15°
13002,17,Август,вторник,Самосвал,Н587ТТ154,9980,66,"151,2121212",+24°,+15°
13003,17,Август,вторник,Самосвал,Н589ТТ154,4260,22,"193,6363636",+24°,+15°
13004,17,Август,вторник,Самосвал,Н833ТТ154,5180,32,"161,875",+24°,+15°
13005,17,Август,вторник,Самосвал,Н861ТТ154,5320,44,"120,9090909",+24°,+15°
13006,17,Август,вторник,Самосвал,Н915РУ154,0,0,0,+24°,+15°
13007,17,Август,вторник,КМУ,Н275ОС154,11340,"261,51","43,3635425",+24°,+15°
13008,17,Август,вторник,Фусо,Н547ТТ154,0,0,0,+24°,+15°
13009,17,Август,вторник,Боковая,В036АС147,0,0,0,+24°,+15°
13010,17,Август,вторник,Боковая,К227УК154,5020,"62,11","80,82434391",+24°,+15°
13011,17,Август,вторник,Боковая,Н403МВ154,5720,"36,47","156,8412394",+24°,+15°
13012,17,Август,вторник,Боковая,Н405МВ154,3720,"53,83","69,10644622",+24°,+15°
13013,17,Август,вторник,Задняя,К281ВС154,20560,"249,14","82,52388215",+24°,+15°
13014,17,Август,вторник,Задняя,К404СВ154,17120,"220,1","77,78282599",+24°,+15°
13015,17,Август,вторник,Задняя,К910ЕА154,16440,"194,18","84,66371408",+24°,+15°
13016,17,Август,вторник,Задняя,М011ХЕ32,13960,"211,53","65,99536709",+24°,+15°
13017,17,Август,вторник,Задняя,Н561УУ154,18380,"236,65","77,66744137",+24°,+15°
13018,17,Август,вторник,Задняя,Н590УУ154,14100,"215,85","65,32314107",+24°,+15°
13019,17,Август,вторник,Задняя,Н853НР123,13540,"179,34","75,49905208",+24°,+15°
13020,17,Август,вторник,Задняя,С004УА77,8960,"111,76","80,17179671",+24°,+15°
13021,17,Август,вторник,Задняя,С005УА77,8040,80,"100,5",+24°,+15°
13022,17,Август,вторник,Задняя,Х787КН750,12680,"166,01","76,38094091",+24°,+15°
13023,17,Август,вторник,Задняя,В120ЕН750,13920,"163,47","85,15323913",+24°,+15°
13024,17,Август,вторник,Задняя,B432CX178,0,0,0,+24°,+15°
13025,17,Август,вторник,Задняя,К170ВС154,35180,"499,79","70,38956362",+24°,+15°
13026,17,Август,вторник,Задняя,М151ХО32,0,0,0,+24°,+15°
13027,17,Август,вторник,Задняя,Н208УУ154,21900,"267,71","81,80493818",+24°,+15°
13028,17,Август,вторник,Задняя,Н252УУ154,19980,"214,03","93,35139934",+24°,+15°
13029,17,Август,вторник,Задняя,Н509ТТ154,26460,"333,69","79,29515419",+24°,+15°
13030,17,Август,вторник,Задняя,Н513ТТ154,24520,"293,06","83,66887327",+24°,+15°
13031,17,Август,вторник,Задняя,Н548ТТ154,19040,"207,1","91,93626268",+24°,+15°
13032,17,Август,вторник,Задняя,Н590ТТ154,28680,"315,94","90,77672976",+24°,+15°
13033,17,Август,вторник,Задняя,Н864ТТ154,21260,"269,7","78,82832777",+24°,+15°
13034,17,Август,вторник,Задняя,О369АР750,11660,"228,91","50,9370495",+24°,+15°
13035,17,Август,вторник,Задняя,О493КВ750,10680,64,"166,875",+24°,+15°
13036,17,Август,вторник,Задняя,Т237ВВ750,0,0,0,+24°,+15°
13037,17,Август,вторник,Задняя,Т551РС69,25980,"326,7","79,5224977",+24°,+15°
13038,18,Август,среда,Бункеровоз,В297КЕ147,4560,40,114,+25°,+13°
13039,18,Август,среда,Бункеровоз,К721ВС154,14160,104,"136,1538462",+25°,+13°
13040,18,Август,среда,Бункеровоз,Н726РУ154,6060,40,"151,5",+25°,+13°
13041,18,Август,среда,Бункеровоз,Н991НУ154,5380,48,"112,0833333",+25°,+13°
13042,18,Август,среда,Мультилифт,К801ВА154,0,0,0,+25°,+13°
13043,18,Август,среда,Мультилифт,Н416НС154,1460,27,"54,07407407",+25°,+13°
13044,18,Август,среда,Мультилифт,Н869МК154,3620,"25,5","141,9607843",+25°,+13°
13045,18,Август,среда,Самосвал,К057СC154,7400,51,"145,0980392",+25°,+13°
13046,18,Август,среда,Самосвал,К693СА154,5100,34,150,+25°,+13°
13047,18,Август,среда,Самосвал,К722ВС154,4540,"33,25","136,5413534",+25°,+13°
13048,18,Август,среда,Самосвал,К836ВС154,7960,44,"180,9090909",+25°,+13°
13049,18,Август,среда,Самосвал,Н200НХ154,0,0,0,+25°,+13°
13050,18,Август,среда,Самосвал,Н283УУ154,2680,"22,02","121,7075386",+25°,+13°
13051,18,Август,среда,Самосвал,Н300УУ154,6640,44,"150,9090909",+25°,+13°
13052,18,Август,среда,Самосвал,Н344РТ154,2940,16,"183,75",+25°,+13°
13053,18,Август,среда,Самосвал,Н345РК154,5960,33,"180,6060606",+25°,+13°
13054,18,Август,среда,Самосвал,Н412РК154,10620,66,"160,9090909",+25°,+13°
13055,18,Август,среда,Самосвал,Н419РК154,6280,33,"190,3030303",+25°,+13°
13056,18,Август,среда,Самосвал,Н515РТ154,0,0,0,+25°,+13°
13057,18,Август,среда,Самосвал,Н534ТТ154,9100,44,"206,8181818",+25°,+13°
13058,18,Август,среда,Самосвал,Н576ТТ154,6720,44,"152,7272727",+25°,+13°
13059,18,Август,среда,Самосвал,Н583РТ154,3440,16,215,+25°,+13°
13060,18,Август,среда,Самосвал,Н585ТТ154,9400,66,"142,4242424",+25°,+13°
13061,18,Август,среда,Самосвал,Н587ТТ154,3160,33,"95,75757576",+25°,+13°
13062,18,Август,среда,Самосвал,Н589ТТ154,8300,44,"188,6363636",+25°,+13°
13063,18,Август,среда,Самосвал,Н833ТТ154,5580,24,"232,5",+25°,+13°
13064,18,Август,среда,Самосвал,Н861ТТ154,5660,33,"171,5151515",+25°,+13°
13065,18,Август,среда,Самосвал,Н915РУ154,1720,8,215,+25°,+13°
13066,18,Август,среда,КМУ,Н275ОС154,20100,"302,41","66,46605602",+25°,+13°
13067,18,Август,среда,Фусо,Н547ТТ154,0,0,0,+25°,+13°
13068,18,Август,среда,Боковая,В036АС147,0,0,0,+25°,+13°
13069,18,Август,среда,Боковая,К227УК154,6740,"87,65","76,89674843",+25°,+13°
13070,18,Август,среда,Боковая,Н403МВ154,5900,"50,47","116,9011294",+25°,+13°
13071,18,Август,среда,Боковая,Н405МВ154,5140,61,"84,26229508",+25°,+13°
13072,18,Август,среда,Задняя,К281ВС154,19080,"245,01","77,87437247",+25°,+13°
13073,18,Август,среда,Задняя,К404СВ154,14640,"222,3","65,85695007",+25°,+13°
13074,18,Август,среда,Задняя,К910ЕА154,17080,"201,24","84,87378255",+25°,+13°
13075,18,Август,среда,Задняя,М011ХЕ32,16980,"235,19","72,19694715",+25°,+13°
13076,18,Август,среда,Задняя,Н561УУ154,19980,"242,32","82,45295477",+25°,+13°
13077,18,Август,среда,Задняя,Н590УУ154,15480,"219,82","70,42125375",+25°,+13°
13078,18,Август,среда,Задняя,Н853НР123,16520,"217,64","75,90516449",+25°,+13°
13079,18,Август,среда,Задняя,С004УА77,0,0,0,+25°,+13°
13080,18,Август,среда,Задняя,С005УА77,0,0,0,+25°,+13°
13081,18,Август,среда,Задняя,Х787КН750,12040,"178,44","67,47366061",+25°,+13°
13082,18,Август,среда,Задняя,В120ЕН750,12800,"180,06","71,08741531",+25°,+13°
13083,18,Август,среда,Задняя,B432CX178,0,0,0,+25°,+13°
13084,18,Август,среда,Задняя,К170ВС154,36220,"523,6","69,1749427",+25°,+13°
13085,18,Август,среда,Задняя,М151ХО32,0,0,0,+25°,+13°
13086,18,Август,среда,Задняя,Н208УУ154,22340,"265,98","83,99127754",+25°,+13°
13087,18,Август,среда,Задняя,Н252УУ154,16720,"229,07","72,99078884",+25°,+13°
13088,18,Август,среда,Задняя,Н509ТТ154,21840,"318,67","68,53484796",+25°,+13°
13089,18,Август,среда,Задняя,Н513ТТ154,21820,"307,71","70,91092262",+25°,+13°
13090,18,Август,среда,Задняя,Н548ТТ154,18700,"235,3","79,47301317",+25°,+13°
13091,18,Август,среда,Задняя,Н590ТТ154,24360,"285,03","85,46468793",+25°,+13°
13092,18,Август,среда,Задняя,Н864ТТ154,26220,"307,52","85,26274714",+25°,+13°
13093,18,Август,среда,Задняя,О369АР750,16760,"222,9","75,19066846",+25°,+13°
13094,18,Август,среда,Задняя,О493КВ750,10960,48,"228,3333333",+25°,+13°
13095,18,Август,среда,Задняя,Т237ВВ750,15960,"207,84","76,78983834",+25°,+13°
13096,18,Август,среда,Задняя,Т551РС69,27020,"325,71","82,95723189",+25°,+13°
13097,19,Август,четверг,Бункеровоз,В297КЕ147,7060,80,"88,25",+22°,+14°
13098,19,Август,четверг,Бункеровоз,К721ВС154,2100,24,"87,5",+22°,+14°
13099,19,Август,четверг,Бункеровоз,Н726РУ154,5560,48,"115,8333333",+22°,+14°
13100,19,Август,четверг,Бункеровоз,Н991НУ154,3960,48,"82,5",+22°,+14°
13101,19,Август,четверг,Мультилифт,К801ВА154,3160,24,"131,6666667",+22°,+14°
13102,19,Август,четверг,Мультилифт,Н416НС154,6480,40,162,+22°,+14°
13103,19,Август,четверг,Мультилифт,Н869МК154,4140,24,"172,5",+22°,+14°
13104,19,Август,четверг,Самосвал,К057СC154,2600,17,"152,9411765",+22°,+14°
13105,19,Август,четверг,Самосвал,К693СА154,1660,17,"97,64705882",+22°,+14°
13106,19,Август,четверг,Самосвал,К722ВС154,2780,22,"126,3636364",+22°,+14°
13107,19,Август,четверг,Самосвал,К836ВС154,2160,22,"98,18181818",+22°,+14°
13108,19,Август,четверг,Самосвал,Н200НХ154,3940,16,"246,25",+22°,+14°
13109,19,Август,четверг,Самосвал,Н283УУ154,7900,66,"119,6969697",+22°,+14°
13110,19,Август,четверг,Самосвал,Н300УУ154,5600,33,"169,6969697",+22°,+14°
13111,19,Август,четверг,Самосвал,Н344РТ154,1680,8,210,+22°,+14°
13112,19,Август,четверг,Самосвал,Н345РК154,3700,22,"168,1818182",+22°,+14°
13113,19,Август,четверг,Самосвал,Н412РК154,11580,66,"175,4545455",+22°,+14°
13114,19,Август,четверг,Самосвал,Н419РК154,2660,22,"120,9090909",+22°,+14°
13115,19,Август,четверг,Самосвал,Н515РТ154,0,0,0,+22°,+14°
13116,19,Август,четверг,Самосвал,Н534ТТ154,4100,22,"186,3636364",+22°,+14°
13117,19,Август,четверг,Самосвал,Н576ТТ154,9400,55,"170,9090909",+22°,+14°
13118,19,Август,четверг,Самосвал,Н583РТ154,2340,16,"146,25",+22°,+14°
13119,19,Август,четверг,Самосвал,Н585ТТ154,5880,66,"89,09090909",+22°,+14°
13120,19,Август,четверг,Самосвал,Н587ТТ154,5060,33,"153,3333333",+22°,+14°
13121,19,Август,четверг,Самосвал,Н589ТТ154,8560,66,"129,6969697",+22°,+14°
13122,19,Август,четверг,Самосвал,Н833ТТ154,4480,24,"186,6666667",+22°,+14°
13123,19,Август,четверг,Самосвал,Н861ТТ154,4740,33,"143,6363636",+22°,+14°
13124,19,Август,четверг,Самосвал,Н915РУ154,3660,16,"228,75",+22°,+14°
13125,19,Август,четверг,КМУ,Н275ОС154,9360,"277,61","33,71636468",+22°,+14°
13126,19,Август,четверг,Фусо,Н547ТТ154,0,0,0,+22°,+14°
13127,19,Август,четверг,Боковая,В036АС147,0,0,0,+22°,+14°
13128,19,Август,четверг,Боковая,К227УК154,2040,"28,39","71,85628743",+22°,+14°
13129,19,Август,четверг,Боковая,Н403МВ154,5640,"52,24","107,9632466",+22°,+14°
13130,19,Август,четверг,Боковая,Н405МВ154,4920,"65,89","74,66990439",+22°,+14°
13131,19,Август,четверг,Задняя,К281ВС154,17740,"229,34","77,35240255",+22°,+14°
13132,19,Август,четверг,Задняя,К404СВ154,15400,"221,86","69,41314342",+22°,+14°
13133,19,Август,четверг,Задняя,К910ЕА154,17700,"211,01","83,88228046",+22°,+14°
13134,19,Август,четверг,Задняя,М011ХЕ32,15720,"212,87","73,84788838",+22°,+14°
13135,19,Август,четверг,Задняя,Н561УУ154,18420,"241,38","76,31121054",+22°,+14°
13136,19,Август,четверг,Задняя,Н590УУ154,14080,"215,52","65,33036377",+22°,+14°
13137,19,Август,четверг,Задняя,Н853НР123,5140,105,"48,95238095",+22°,+14°
13138,19,Август,четверг,Задняя,С004УА77,9320,"117,34","79,42730527",+22°,+14°
13139,19,Август,четверг,Задняя,С005УА77,0,0,0,+22°,+14°
13140,19,Август,четверг,Задняя,Х787КН750,12820,"166,01","77,2242636",+22°,+14°
13141,19,Август,четверг,Задняя,В120ЕН750,0,0,0,+22°,+14°
13142,19,Август,четверг,Задняя,B432CX178,0,0,0,+22°,+14°
13143,19,Август,четверг,Задняя,К170ВС154,21820,"266,4","81,90690691",+22°,+14°
13144,19,Август,четверг,Задняя,М151ХО32,9720,"129,47","75,07530702",+22°,+14°
13145,19,Август,четверг,Задняя,Н208УУ154,20220,"247,34","81,74981806",+22°,+14°
13146,19,Август,четверг,Задняя,Н252УУ154,30620,"459,87","66,58403462",+22°,+14°
13147,19,Август,четверг,Задняя,Н509ТТ154,25860,"328,62","78,69271499",+22°,+14°
13148,19,Август,четверг,Задняя,Н513ТТ154,19660,"281,36","69,87489338",+22°,+14°
13149,19,Август,четверг,Задняя,Н548ТТ154,16100,"180,57","89,1620978",+22°,+14°
13150,19,Август,четверг,Задняя,Н590ТТ154,32080,"311,98","102,8271043",+22°,+14°
13151,19,Август,четверг,Задняя,Н864ТТ154,17700,"255,9","69,16764361",+22°,+14°
13152,19,Август,четверг,Задняя,О369АР750,15120,"234,41","64,50236765",+22°,+14°
13153,19,Август,четверг,Задняя,О493КВ750,0,0,0,+22°,+14°
13154,19,Август,четверг,Задняя,Т237ВВ750,10800,"172,5","62,60869565",+22°,+14°
13155,19,Август,четверг,Задняя,Т551РС69,28900,"316,8","91,22474747",+22°,+14°
13156,20,Август,пятница,Бункеровоз,В297КЕ147,4300,32,"134,375",+20°,+10°
13157,20,Август,пятница,Бункеровоз,К721ВС154,4660,40,"116,5",+20°,+10°
13158,20,Август,пятница,Бункеровоз,Н726РУ154,6500,40,"162,5",+20°,+10°
13159,20,Август,пятница,Бункеровоз,Н991НУ154,9840,87,"113,1034483",+20°,+10°
13160,20,Август,пятница,Мультилифт,К801ВА154,2500,"23,72","105,3962901",+20°,+10°
13161,20,Август,пятница,Мультилифт,Н416НС154,7420,24,"309,1666667",+20°,+10°
13162,20,Август,пятница,Мультилифт,Н869МК154,5300,36,"147,2222222",+20°,+10°
13163,20,Август,пятница,Самосвал,К057СC154,3780,17,"222,3529412",+20°,+10°
13164,20,Август,пятница,Самосвал,К693СА154,5920,45,"131,5555556",+20°,+10°
13165,20,Август,пятница,Самосвал,К722ВС154,2880,"21,25","135,5294118",+20°,+10°
13166,20,Август,пятница,Самосвал,К836ВС154,3020,"35,2","85,79545455",+20°,+10°
13167,20,Август,пятница,Самосвал,Н200НХ154,4740,24,"197,5",+20°,+10°
13168,20,Август,пятница,Самосвал,Н283УУ154,5460,66,"82,72727273",+20°,+10°
13169,20,Август,пятница,Самосвал,Н300УУ154,4040,22,"183,6363636",+20°,+10°
13170,20,Август,пятница,Самосвал,Н344РТ154,0,0,0,+20°,+10°
13171,20,Август,пятница,Самосвал,Н345РК154,3300,22,150,+20°,+10°
13172,20,Август,пятница,Самосвал,Н412РК154,8960,66,"135,7575758",+20°,+10°
13173,20,Август,пятница,Самосвал,Н419РК154,3000,22,"136,3636364",+20°,+10°
13174,20,Август,пятница,Самосвал,Н515РТ154,0,0,0,+20°,+10°
13175,20,Август,пятница,Самосвал,Н534ТТ154,4860,22,"220,9090909",+20°,+10°
13176,20,Август,пятница,Самосвал,Н576ТТ154,4880,33,"147,8787879",+20°,+10°
13177,20,Август,пятница,Самосвал,Н583РТ154,4060,24,"169,1666667",+20°,+10°
13178,20,Август,пятница,Самосвал,Н585ТТ154,3220,22,"146,3636364",+20°,+10°
13179,20,Август,пятница,Самосвал,Н587ТТ154,3180,22,"144,5454545",+20°,+10°
13180,20,Август,пятница,Самосвал,Н589ТТ154,7240,66,"109,6969697",+20°,+10°
13181,20,Август,пятница,Самосвал,Н833ТТ154,3640,16,"227,5",+20°,+10°
13182,20,Август,пятница,Самосвал,Н861ТТ154,3260,33,"98,78787879",+20°,+10°
13183,20,Август,пятница,Самосвал,Н915РУ154,0,0,0,+20°,+10°
13184,20,Август,пятница,КМУ,Н275ОС154,16600,"311,99","53,20683355",+20°,+10°
13185,20,Август,пятница,Фусо,Н547ТТ154,0,0,0,+20°,+10°
13186,20,Август,пятница,Боковая,В036АС147,0,0,0,+20°,+10°
13187,20,Август,пятница,Боковая,К227УК154,5960,"75,6","78,83597884",+20°,+10°
13188,20,Август,пятница,Боковая,Н403МВ154,8900,"54,49","163,3327216",+20°,+10°
13189,20,Август,пятница,Боковая,Н405МВ154,6580,"83,9","78,42669845",+20°,+10°
13190,20,Август,пятница,Задняя,К281ВС154,18540,"256,07","72,40207756",+20°,+10°
13191,20,Август,пятница,Задняя,К404СВ154,15080,"229,34","65,7539025",+20°,+10°
13192,20,Август,пятница,Задняя,К910ЕА154,16040,"194,57","82,43819705",+20°,+10°
13193,20,Август,пятница,Задняя,М011ХЕ32,18560,"233,55","79,46906444",+20°,+10°
13194,20,Август,пятница,Задняя,Н561УУ154,18740,"244,28","76,7152448",+20°,+10°
13195,20,Август,пятница,Задняя,Н590УУ154,14120,"221,57","63,72703886",+20°,+10°
13196,20,Август,пятница,Задняя,Н853НР123,7900,"108,96","72,50367107",+20°,+10°
13197,20,Август,пятница,Задняя,С004УА77,9980,"129,14","77,28047081",+20°,+10°
13198,20,Август,пятница,Задняя,С005УА77,0,0,0,+20°,+10°
13199,20,Август,пятница,Задняя,Х787КН750,13380,"175,78","76,11787462",+20°,+10°
13200,20,Август,пятница,Задняя,В120ЕН750,0,0,0,+20°,+10°
13201,20,Август,пятница,Задняя,B432CX178,10380,51,"203,5294118",+20°,+10°
13202,20,Август,пятница,Задняя,К170ВС154,21540,"273,88","78,64758288",+20°,+10°
13203,20,Август,пятница,Задняя,М151ХО32,0,0,0,+20°,+10°
13204,20,Август,пятница,Задняя,Н208УУ154,18320,"242,36","75,59003136",+20°,+10°
13205,20,Август,пятница,Задняя,Н252УУ154,36760,"501,07","73,36300317",+20°,+10°
13206,20,Август,пятница,Задняя,Н509ТТ154,24540,"330,11","74,33885674",+20°,+10°
13207,20,Август,пятница,Задняя,Н513ТТ154,22600,"301,78","74,88899198",+20°,+10°
13208,20,Август,пятница,Задняя,Н548ТТ154,18920,"222,26","85,12552866",+20°,+10°
13209,20,Август,пятница,Задняя,Н590ТТ154,22400,"285,47","78,46708936",+20°,+10°
13210,20,Август,пятница,Задняя,Н864ТТ154,21080,"338,62","62,25267261",+20°,+10°
13211,20,Август,пятница,Задняя,О369АР750,17400,"243,78","71,37583067",+20°,+10°
13212,20,Август,пятница,Задняя,О493КВ750,0,0,0,+20°,+10°
13213,20,Август,пятница,Задняя,Т237ВВ750,29980,"418,08","71,70876387",+20°,+10°
13214,20,Август,пятница,Задняя,Т551РС69,27780,"322,3","86,1929879",+20°,+10°
13215,21,Август,суббота,Бункеровоз,В297КЕ147,9640,64,"150,625",+17°,+5°
13216,21,Август,суббота,Бункеровоз,К721ВС154,3580,32,"111,875",+17°,+5°
13217,21,Август,суббота,Бункеровоз,Н726РУ154,3940,32,"123,125",+17°,+5°
13218,21,Август,суббота,Бункеровоз,Н991НУ154,3920,32,"122,5",+17°,+5°
13219,21,Август,суббота,Мультилифт,К801ВА154,3820,24,"159,1666667",+17°,+5°
13220,21,Август,суббота,Мультилифт,Н416НС154,0,0,0,+17°,+5°
13221,21,Август,суббота,Мультилифт,Н869МК154,5060,24,"210,8333333",+17°,+5°
13222,21,Август,суббота,Самосвал,К057СC154,3200,17,"188,2352941",+17°,+5°
13223,21,Август,суббота,Самосвал,К693СА154,4440,34,"130,5882353",+17°,+5°
13224,21,Август,суббота,Самосвал,К722ВС154,2100,22,"95,45454545",+17°,+5°
13225,21,Август,суббота,Самосвал,К836ВС154,2580,17,"151,7647059",+17°,+5°
13226,21,Август,суббота,Самосвал,Н200НХ154,6060,24,"252,5",+17°,+5°
13227,21,Август,суббота,Самосвал,Н283УУ154,5580,55,"101,4545455",+17°,+5°
13228,21,Август,суббота,Самосвал,Н300УУ154,3320,22,"150,9090909",+17°,+5°
13229,21,Август,суббота,Самосвал,Н344РТ154,0,0,0,+17°,+5°
13230,21,Август,суббота,Самосвал,Н345РК154,4180,22,190,+17°,+5°
13231,21,Август,суббота,Самосвал,Н412РК154,8740,55,"158,9090909",+17°,+5°
13232,21,Август,суббота,Самосвал,Н419РК154,3840,22,"174,5454545",+17°,+5°
13233,21,Август,суббота,Самосвал,Н515РТ154,0,0,0,+17°,+5°
13234,21,Август,суббота,Самосвал,Н534ТТ154,6540,33,"198,1818182",+17°,+5°
13235,21,Август,суббота,Самосвал,Н576ТТ154,1920,11,"174,5454545",+17°,+5°
13236,21,Август,суббота,Самосвал,Н583РТ154,6260,32,"195,625",+17°,+5°
13237,21,Август,суббота,Самосвал,Н585ТТ154,7000,66,"106,0606061",+17°,+5°
13238,21,Август,суббота,Самосвал,Н587ТТ154,1720,11,"156,3636364",+17°,+5°
13239,21,Август,суббота,Самосвал,Н589ТТ154,4520,22,"205,4545455",+17°,+5°
13240,21,Август,суббота,Самосвал,Н833ТТ154,3600,16,225,+17°,+5°
